prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,512,128,2048,2130.97
16,512,128,4096,4176.26
16,512,128,8192,8274.53
16,1024,0,0,34.6557
16,1024,1,16,41.109
16,1024,1,32,43.701
16,1024,1,64,46.3463
16,1024,1,128,52.8317
16,1024,1,256,53.5787
16,1024,1,512,54.2503
16,1024,1,1024,60.746
16,1024,1,2048,66.7837
16,1024,1,4096,84.9703
16,1024,1,8192,120.351
16,1024,1,16384,183.828
16,1024,2,16,41.0877
16,1024,2,32,43.7117
16,1024,2,64,46.5487
16,1024,2,128,53.472
16,1024,2,256,54.474
16,1024,2,512,61.1083
16,1024,2,1024,69.3543
16,1024,2,2048,87.0603
16,1024,2,4096,120.607
16,1024,2,8192,188.437
16,1024,2,16384,325.642
16,1024,4,16,41.0453
16,1024,4,32,44.4377
16,1024,4,64,47.4767
16,1024,4,128,54.176
16,1024,4,256,61.4083
16,1024,4,512,69.205
16,1024,4,1024,88.191
16,1024,4,2048,123.039
16,1024,4,4096,189.802
16,1024,4,8192,324.766
16,1024,4,16384,590.653
16,1024,8,16,42.5067
16,1024,8,32,45.4937
16,1024,8,64,48.735
16,1024,8,128,62.6027
16,1024,8,256,70.9327
16,1024,8,512,87.8717
16,1024,8,1024,122.485
16,1024,8,2048,188.947
16,1024,8,4096,321.365
16,1024,8,8192,587.923
16,1024,8,16384,1118.28
16,1024,16,16,45.3973
16,1024,16,32,51.6153
16,1024,16,64,56.6937
16,1024,16,128,66.325
16,1024,16,256,84.298
16,1024,16,512,118.037
16,1024,16,1024,186.591
16,1024,16,2048,319.412
16,1024,16,4096,584.819
16,1024,16,8192,1120.08
16,1024,16,16384,2180.03
16,1024,32,16,52.6293
16,1024,32,32,62.5597
16,1024,32,64,73.5577
16,1024,32,128,91.22
16,1024,32,256,124.448
16,1024,32,512,190.304
16,1024,32,1024,321.684
16,1024,32,2048,583.39
16,1024,32,4096,1105.95
16,1024,32,8192,2153.75
16,1024,32,16384,4246.95
16,1024,64,16,66.7517
16,1024,64,32,83.093
16,1024,64,64,102.059
16,1024,64,128,137.077
16,1024,64,256,201.504
16,1024,64,512,331.07
16,1024,64,1024,591.155
16,1024,64,2048,1108.65
16,1024,64,4096,2139.75
16,1024,64,8192,4221.9
16,1024,64,16384,8358.23
16,1024,128,16,89.5357
16,1024,128,32,122.133
16,1024,128,64,154.111
16,1024,128,128,221.034
16,1024,128,256,347.433
16,1024,128,512,604.648
16,1024,128,1024,1114.85
16,1024,128,2048,2137.26
16,1024,128,4096,4187.29
16,1024,128,8192,8285.54
16,2048,0,0,40.0743
16,2048,1,16,47.0933
16,2048,1,32,49.5783
16,2048,1,64,52.448
16,2048,1,128,58.2393
16,2048,1,256,59.3383
16,2048,1,512,59.6047
16,2048,1,1024,66.1863
16,2048,1,2048,73.1517
16,2048,1,4096,91.2637
16,2048,1,8192,126.144
16,2048,1,16384,190.281
16,2048,2,16,46.965
16,2048,2,32,49.7283
16,2048,2,64,51.8927
16,2048,2,128,58.7083
16,2048,2,256,59.7437
16,2048,2,512,67.2313
16,2048,2,1024,75.6367
16,2048,2,2048,93.514
16,2048,2,4096,128.959
16,2048,2,8192,196.126
16,2048,2,16384,328.575
16,2048,4,16,47.552
16,2048,4,32,50.3987
16,2048,4,64,53.525
16,2048,4,128,60.3413
16,2048,4,256,67.1563
16,2048,4,512,77.0123
16,2048,4,1024,94.6447
16,2048,4,2048,131.423
16,2048,4,4096,198.303
16,2048,4,8192,331.028
16,2048,4,16384,596.776
16,2048,8,16,48.693
16,2048,8,32,52.0637
16,2048,8,64,54.6237
16,2048,8,128,69.0343
16,2048,8,256,76.9277
16,2048,8,512,96.1597
16,2048,8,1024,129.439
16,2048,8,2048,195.412
16,2048,8,4096,328.543
16,2048,8,8192,594.311
16,2048,8,16384,1126.79
16,2048,16,16,51.2643
16,2048,16,32,57.675
16,2048,16,64,63.189
16,2048,16,128,73.5677
16,2048,16,256,91.2953
16,2048,16,512,125.46
16,2048,16,1024,192.394
16,2048,16,2048,325.822
16,2048,16,4096,593.075
16,2048,16,8192,1126.02
16,2048,16,16384,2187.89
16,2048,32,16,58.9543
16,2048,32,32,70.0583
16,2048,32,64,80.8643
16,2048,32,128,98.336
16,2048,32,256,132.607
16,2048,32,512,198.357
16,2048,32,1024,329.555
16,2048,32,2048,591.805
16,2048,32,4096,1113.71
16,2048,32,8192,2159.26
16,2048,32,16384,4254.9
16,2048,64,16,73.28
16,2048,64,32,91.4553
16,2048,64,64,110.794
16,2048,64,128,143.925
16,2048,64,256,209.813
16,2048,64,512,339.774
16,2048,64,1024,598.014
16,2048,64,2048,1114.32
16,2048,64,4096,2151.69
16,2048,64,8192,4222.06
16,2048,64,16384,8369.51
16,2048,128,16,97.461
16,2048,128,32,130.026
16,2048,128,64,161.941
16,2048,128,128,229.289
16,2048,128,256,355.508
16,2048,128,512,613.395
16,2048,128,1024,1124.97
16,2048,128,2048,2145.05
16,2048,128,4096,4191.45
16,2048,128,8192,8292.15
16,4096,0,0,58.666
16,4096,1,16,64.4263
16,4096,1,32,67.509
16,4096,1,64,69.717
16,4096,1,128,76.5343
16,4096,1,256,76.4587
16,4096,1,512,77.8773
16,4096,1,1024,83.8383
16,4096,1,2048,90.0157
16,4096,1,4096,109.557
16,4096,1,8192,144.159
16,4096,1,16384,208.959
16,4096,2,16,65.322
16,4096,2,32,67.4767
16,4096,2,64,70.2823
16,4096,2,128,76.8957
16,4096,2,256,76.9913
16,4096,2,512,84.8637
16,4096,2,1024,94.218
16,4096,2,2048,112.416
16,4096,2,4096,147.605
16,4096,2,8192,214.612
16,4096,2,16384,347.251
16,4096,4,16,65.5893
16,4096,4,32,68
16,4096,4,64,71.488
16,4096,4,128,78.2503
16,4096,4,256,85.1307
16,4096,4,512,94.9013
16,4096,4,1024,113.643
16,4096,4,2048,147.637
16,4096,4,4096,213.525
16,4096,4,8192,349.929
16,4096,4,16384,615.582
16,4096,8,16,66.335
16,4096,8,32,70.3677
16,4096,8,64,72.6087
16,4096,8,128,86.1543
16,4096,8,256,95.9477
16,4096,8,512,113.259
16,4096,8,1024,147.096
16,4096,8,2048,213.773
16,4096,8,4096,347.022
16,4096,8,8192,614.022
16,4096,8,16384,1147.06
16,4096,16,16,69.3453
16,4096,16,32,74.8167
16,4096,16,64,80.9813
16,4096,16,128,91.414
16,4096,16,256,108.898
16,4096,16,512,144.578
16,4096,16,1024,212.376
16,4096,16,2048,344.057
16,4096,16,4096,612.507
16,4096,16,8192,1142.3
16,4096,16,16384,2205.76
16,4096,32,16,76.5557
16,4096,32,32,87.7027
16,4096,32,64,97.7283
16,4096,32,128,115.297
16,4096,32,256,148.951
16,4096,32,512,215.447
16,4096,32,1024,346.884
16,4096,32,2048,608.165
16,4096,32,4096,1132.91
16,4096,32,8192,2177.21
16,4096,32,16384,4269.86
16,4096,64,16,90.347
16,4096,64,32,109.376
16,4096,64,64,128.332
16,4096,64,128,161.953
16,4096,64,256,227.416
16,4096,64,512,357.551
16,4096,64,1024,617.062
16,4096,64,2048,1133.31
16,4096,64,4096,2168.07
16,4096,64,8192,4239.61
16,4096,64,16384,8382.52
16,4096,128,16,116.043
16,4096,128,32,148.183
16,4096,128,64,180.961
16,4096,128,128,246.53
16,4096,128,256,374.094
16,4096,128,512,630.758
16,4096,128,1024,1142.35
16,4096,128,2048,2165.09
16,4096,128,4096,4211.16
16,4096,128,8192,8311.95
16,8192,0,0,92.5127
16,8192,1,16,100.012
16,8192,1,32,102.422
16,8192,1,64,104.811
16,8192,1,128,111.542
16,8192,1,256,111.318
16,8192,1,512,112.162
16,8192,1,1024,118.914
16,8192,1,2048,125.302
16,8192,1,4096,143.031
16,8192,1,8192,177.751
16,8192,1,16384,242.381
16,8192,2,16,98.8593
16,8192,2,32,101.579
16,8192,2,64,104.822
16,8192,2,128,111.82
16,8192,2,256,112.459
16,8192,2,512,118.955
16,8192,2,1024,128.246
16,8192,2,2048,145.771
16,8192,2,4096,180.641
16,8192,2,8192,247.705
16,8192,2,16384,381.432
16,8192,4,16,101.142
16,8192,4,32,103.232
16,8192,4,64,105.078
16,8192,4,128,113.708
16,8192,4,256,119.979
16,8192,4,512,129.879
16,8192,4,1024,147.266
16,8192,4,2048,182.605
16,8192,4,4096,248.109
16,8192,4,8192,382.137
16,8192,4,16384,649.745
16,8192,8,16,101.707
16,8192,8,32,103.894
16,8192,8,64,107.894
16,8192,8,128,121.495
16,8192,8,256,130.071
16,8192,8,512,148.737
16,8192,8,1024,183.159
16,8192,8,2048,248.151
16,8192,8,4096,382.222
16,8192,8,8192,645.157
16,8192,8,16384,1176.49
16,8192,16,16,104.406
16,8192,16,32,111.063
16,8192,16,64,114.742
16,8192,16,128,125.867
16,8192,16,256,143.084
16,8192,16,512,178.892
16,8192,16,1024,246.369
16,8192,16,2048,378.201
16,8192,16,4096,644.294
16,8192,16,8192,1179.48
16,8192,16,16384,2239.17
16,8192,32,16,111.307
16,8192,32,32,121.964
16,8192,32,64,134.635
16,8192,32,128,151.276
16,8192,32,256,184.087
16,8192,32,512,250.071
16,8192,32,1024,380.793
16,8192,32,2048,645.137
16,8192,32,4096,1167
16,8192,32,8192,2218.08
16,8192,32,16384,4311.06
16,8192,64,16,125.484
16,8192,64,32,144.577
16,8192,64,64,163.319
16,8192,64,128,197.655
16,8192,64,256,263.223
16,8192,64,512,394.468
16,8192,64,1024,652.347
16,8192,64,2048,1167.47
