pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=4,sr<=70%,kvB<=4k,kp=0,-0.135,2
0,n<=4,sr>70%,kvB<=16k,kp=0,-0.08,2
0,n<=4,sr>70%,kvB<=1k,kp=0,-0.0623,2
0,n<=4,sr>70%,kvB<=4k,kp=0,-0.1797,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.2818,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.3176,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.264,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,0.318,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.2951,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.3134,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.288,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.2823,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.2826,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,0.3307,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.3854,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,0.3408,2
0,n<=64,sr>70%,kvB<=16k,kp=0,0.9539,4
0,n<=64,sr>70%,kvB<=1k,kp=0,0.9058,4
0,n<=64,sr>70%,kvB<=4k,kp=0,0.9321,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,-0.0191,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.1066,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,-0.0307,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.0319,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.1326,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.0241,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,0.0795,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,-0.0258,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.0342,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.1322,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.2101,4
0,n<=8,sr>70%,kvB<=4k,kp=0,0.0481,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0792,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.079,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0791,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0788,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0789,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0783,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0986,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0982,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0933,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.097,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0928,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0967,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0785,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0789,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0787,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0785,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.08,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.0792,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0765,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0759,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0753,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.0761,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.076,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.0761,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0598,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0635,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0635,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0689,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0659,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.0648,2
16,n<=128,sr<=40%,kvB<=4k,kp<=1k,0.0692,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0692,2
16,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0701,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0696,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,0.0673,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,0.0691,2
16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0932,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0928,8
16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0935,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0927,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0929,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.093,8
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.1002,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0978,8
16,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0975,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0964,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0976,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0976,8
16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0948,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0939,8
16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0942,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0937,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0935,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0948,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0006,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.0011,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.0001,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.0015,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.0011,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0005,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0001,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,-0.0029,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,-0.0081,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0029,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.0086,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0027,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0018,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.005,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0043,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,0.001,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0028,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0021,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,-0.0224,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,-0.0223,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,-0.0222,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,-0.0172,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,-0.0208,4
16,n<=128,sr>70%,kvB<=16k,kp=0,-0.0197,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.0304,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.0161,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,0.0101,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,0.0168,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.007,4
16,n<=128,sr>70%,kvB<=1k,kp=0,0.016,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.0222,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0217,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.0245,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,-0.0201,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.0212,4
16,n<=128,sr>70%,kvB<=4k,kp=0,-0.0243,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.2438,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.243,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.2394,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.2433,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.2428,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.2436,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.1851,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.1894,4
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.1692,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.2031,4
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.1669,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.2024,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.2359,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.2368,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.2317,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.2402,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.2266,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.2424,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.1344,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.1367,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.1323,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.1354,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.1334,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.1339,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.1058,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.1056,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.09,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.1011,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0908,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.1159,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.1359,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.1363,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.1309,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1381,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.1312,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.1407,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.111,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.1014,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.1101,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,0.1106,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.1093,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,0.1053,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0067,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0369,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.041,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.04,2
16,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.0276,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.0475,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.121,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.108,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.1146,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1027,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.1274,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.1285,2
16,n<=16,sr>70%,kvB<=16k,kp<=1k,0.9574,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.9592,4
16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.946,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,0.9471,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.9384,4
16,n<=16,sr>70%,kvB<=16k,kp=0,0.9577,4
16,n<=16,sr>70%,kvB<=1k,kp<=1k,1.0809,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,0.9719,4
16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.8876,4
16,n<=16,sr>70%,kvB<=1k,kp<=512,1.0007,4
16,n<=16,sr>70%,kvB<=1k,kp<=8k,0.9231,4
16,n<=16,sr>70%,kvB<=1k,kp=0,1.0653,4
16,n<=16,sr>70%,kvB<=4k,kp<=1k,1.0055,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,0.9702,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,0.9913,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,0.9502,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,0.9934,4
16,n<=16,sr>70%,kvB<=4k,kp=0,0.9813,4
16,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.0131,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,-0.002,2
16,n<=2,sr<=70%,kvB<=16k,kp<=4k,-0.0327,2
16,n<=2,sr<=70%,kvB<=16k,kp<=512,-0.0031,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,-0.0058,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,-0.0112,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.082,2
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.1066,2
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.0696,2
16,n<=2,sr<=70%,kvB<=1k,kp<=512,0.0867,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.0147,1
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.0474,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.0275,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,-0.0606,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.0111,2
16,n<=2,sr<=70%,kvB<=4k,kp<=512,-0.0421,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.0168,2
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.0081,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.4529,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.4522,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.4532,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.4527,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.4528,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.4529,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.4488,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.4499,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.4558,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.4496,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.4552,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.4461,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.4479,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.4472,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.4475,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.4489,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.4502,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.4464,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.9423,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.946,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.9444,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.9457,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.9403,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.9404,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.899,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.8892,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.902,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.8925,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.9109,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.8917,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.9352,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.9277,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.935,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.9327,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.9349,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.9183,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.0702,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.0689,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.071,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0701,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0701,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.0684,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.1103,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.1172,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.1249,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.1211,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.1237,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.1153,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0739,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0722,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0771,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0714,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0734,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0705,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.9621,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.9584,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.962,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.9657,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.9554,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.9531,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.907,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.9234,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.9399,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.9314,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.8886,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.9071,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.9412,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.9444,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.9417,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.9422,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.948,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.9401,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.9583,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.944,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.951,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.956,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.9663,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.9456,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.9385,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.914,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.9376,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.9006,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.9164,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.9058,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.9483,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.9491,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.942,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.9551,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.959,4
16,n<=32,sr>70%,kvB<=4k,kp=0,0.9495,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,-0.0379,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,-0.0408,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,-0.0347,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,-0.0431,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,-0.036,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,-0.0448,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.2721,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.2788,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.2734,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.247,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.2607,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.2708,2
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,-0.055,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,-0.0413,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.0354,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,-0.0488,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.0409,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,-0.0504,2
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,-0.0303,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,-0.0318,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,-0.0208,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,-0.0242,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,-0.0177,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,-0.0328,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0461,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.0093,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,0.024,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.0345,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.1497,2
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.0596,2
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,-0.1495,2
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,-0.1122,2
16,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.1246,2
16,n<=4,sr<=70%,kvB<=4k,kp<=512,-0.1125,2
16,n<=4,sr<=70%,kvB<=4k,kp<=8k,-0.1126,2
16,n<=4,sr<=70%,kvB<=4k,kp=0,-0.1277,2
16,n<=4,sr>70%,kvB<=16k,kp<=1k,-0.0138,2
16,n<=4,sr>70%,kvB<=16k,kp<=2k,-0.0518,2
16,n<=4,sr>70%,kvB<=16k,kp<=4k,-0.0408,2
16,n<=4,sr>70%,kvB<=16k,kp<=512,-0.0433,2
16,n<=4,sr>70%,kvB<=16k,kp<=8k,-0.0736,2
16,n<=4,sr>70%,kvB<=16k,kp=0,-0.0397,2
16,n<=4,sr>70%,kvB<=1k,kp<=1k,-0.0567,2
