pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
256,n<=32,sr>70%,kvB<=1k,kp<=512,0.8584,4
256,n<=32,sr>70%,kvB<=1k,kp=0,0.8638,4
256,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.1587,2
256,n<=4,sr<=40%,kvB<=1k,kp<=512,0.1884,2
256,n<=4,sr<=40%,kvB<=1k,kp=0,0.1533,2
256,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0061,2
256,n<=4,sr<=70%,kvB<=1k,kp<=512,0.0414,2
256,n<=4,sr<=70%,kvB<=1k,kp=0,0.0068,2
256,n<=4,sr>70%,kvB<=1k,kp<=1k,0.0719,2
256,n<=4,sr>70%,kvB<=1k,kp<=512,0.0501,2
256,n<=4,sr>70%,kvB<=1k,kp=0,0.0728,2
256,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.1551,4
256,n<=64,sr<=15%,kvB<=1k,kp<=512,0.1438,4
256,n<=64,sr<=15%,kvB<=1k,kp=0,0.1608,4
256,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.1094,2
256,n<=64,sr<=40%,kvB<=1k,kp<=512,0.122,2
256,n<=64,sr<=40%,kvB<=1k,kp=0,0.1121,2
256,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.1487,6
256,n<=64,sr<=5%,kvB<=1k,kp<=512,0.1551,6
256,n<=64,sr<=5%,kvB<=1k,kp=0,0.1438,6
256,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.1605,2
256,n<=64,sr<=70%,kvB<=1k,kp<=512,0.1643,2
256,n<=64,sr<=70%,kvB<=1k,kp=0,0.1823,2
256,n<=64,sr>70%,kvB<=1k,kp<=1k,0.1953,4
256,n<=64,sr>70%,kvB<=1k,kp<=512,0.1683,4
256,n<=64,sr>70%,kvB<=1k,kp=0,0.1928,4
256,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.1164,2
256,n<=8,sr<=15%,kvB<=1k,kp<=512,0.108,2
256,n<=8,sr<=15%,kvB<=1k,kp=0,0.1297,2
256,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.033,4
256,n<=8,sr<=40%,kvB<=1k,kp<=512,0.0198,4
256,n<=8,sr<=40%,kvB<=1k,kp=0,0.026,4
256,n<=8,sr<=70%,kvB<=1k,kp<=1k,0.0225,2
256,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0116,2
256,n<=8,sr<=70%,kvB<=1k,kp=0,-0.0284,2
256,n<=8,sr>70%,kvB<=1k,kp<=1k,0.6933,4
256,n<=8,sr>70%,kvB<=1k,kp<=512,0.721,4
256,n<=8,sr>70%,kvB<=1k,kp=0,0.7157,4
512,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0429,4
512,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0428,4
512,n<=128,sr<=15%,kvB<=1k,kp=0,0.0431,4
512,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0261,2
512,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0285,2
512,n<=128,sr<=40%,kvB<=1k,kp=0,0.0339,2
512,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0556,8
512,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0559,8
512,n<=128,sr<=5%,kvB<=1k,kp=0,0.0537,8
512,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0204,2
512,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0133,2
512,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0173,2
512,n<=128,sr>70%,kvB<=1k,kp<=1k,-0.0485,4
512,n<=128,sr>70%,kvB<=1k,kp<=512,-0.0545,4
512,n<=128,sr>70%,kvB<=1k,kp=0,-0.043,4
512,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.4217,4
512,n<=16,sr<=15%,kvB<=1k,kp<=512,0.4353,4
512,n<=16,sr<=15%,kvB<=1k,kp=0,0.4283,4
512,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.493,4
512,n<=16,sr<=40%,kvB<=1k,kp<=512,0.5023,4
512,n<=16,sr<=40%,kvB<=1k,kp=0,0.4868,4
512,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.9081,2
512,n<=16,sr<=70%,kvB<=1k,kp<=512,0.912,2
512,n<=16,sr<=70%,kvB<=1k,kp=0,0.8954,2
512,n<=16,sr>70%,kvB<=1k,kp<=1k,0.8416,4
512,n<=16,sr>70%,kvB<=1k,kp<=512,0.8939,4
512,n<=16,sr>70%,kvB<=1k,kp=0,0.8923,4
512,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.0808,2
512,n<=2,sr<=70%,kvB<=1k,kp<=512,0.0211,2
512,n<=2,sr<=70%,kvB<=1k,kp=0,-0.0242,2
512,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.3213,6
512,n<=32,sr<=15%,kvB<=1k,kp<=512,0.3498,6
512,n<=32,sr<=15%,kvB<=1k,kp=0,0.3214,6
512,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.3206,2
512,n<=32,sr<=40%,kvB<=1k,kp<=512,0.3179,2
512,n<=32,sr<=40%,kvB<=1k,kp=0,0.3114,2
512,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.3439,2
512,n<=32,sr<=5%,kvB<=1k,kp<=512,0.3064,2
512,n<=32,sr<=5%,kvB<=1k,kp=0,0.2963,2
512,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.5293,2
512,n<=32,sr<=70%,kvB<=1k,kp<=512,0.5246,2
512,n<=32,sr<=70%,kvB<=1k,kp=0,0.4928,2
512,n<=32,sr>70%,kvB<=1k,kp<=1k,0.8557,4
512,n<=32,sr>70%,kvB<=1k,kp<=512,0.8657,4
512,n<=32,sr>70%,kvB<=1k,kp=0,0.8784,4
512,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.1514,2
512,n<=4,sr<=40%,kvB<=1k,kp<=512,0.174,2
512,n<=4,sr<=40%,kvB<=1k,kp=0,0.1863,2
512,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0299,2
512,n<=4,sr<=70%,kvB<=1k,kp<=512,0.0104,2
512,n<=4,sr<=70%,kvB<=1k,kp=0,-0.0138,2
512,n<=4,sr>70%,kvB<=1k,kp<=1k,0.0551,2
512,n<=4,sr>70%,kvB<=1k,kp<=512,0.109,2
512,n<=4,sr>70%,kvB<=1k,kp=0,0.0136,2
512,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.1676,4
512,n<=64,sr<=15%,kvB<=1k,kp<=512,0.1659,4
512,n<=64,sr<=15%,kvB<=1k,kp=0,0.173,4
512,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.1202,2
512,n<=64,sr<=40%,kvB<=1k,kp<=512,0.1111,2
512,n<=64,sr<=40%,kvB<=1k,kp=0,0.1204,2
512,n<=64,sr<=5%,kvB<=1k,kp<=1k,0.1594,6
512,n<=64,sr<=5%,kvB<=1k,kp<=512,0.1455,6
512,n<=64,sr<=5%,kvB<=1k,kp=0,0.1552,6
512,n<=64,sr<=70%,kvB<=1k,kp<=1k,0.1724,2
512,n<=64,sr<=70%,kvB<=1k,kp<=512,0.1689,2
512,n<=64,sr<=70%,kvB<=1k,kp=0,0.1665,2
512,n<=64,sr>70%,kvB<=1k,kp<=1k,0.1971,4
512,n<=64,sr>70%,kvB<=1k,kp<=512,0.205,4
512,n<=64,sr>70%,kvB<=1k,kp=0,0.2354,4
512,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.1197,2
512,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1291,2
512,n<=8,sr<=15%,kvB<=1k,kp=0,0.122,2
512,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.0203,4
512,n<=8,sr<=40%,kvB<=1k,kp<=512,0.0434,4
512,n<=8,sr<=40%,kvB<=1k,kp=0,0.0104,4
512,n<=8,sr<=70%,kvB<=1k,kp<=1k,0.0007,2
512,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0014,2
512,n<=8,sr<=70%,kvB<=1k,kp=0,0.0088,2
512,n<=8,sr>70%,kvB<=1k,kp<=1k,0.7247,4
512,n<=8,sr>70%,kvB<=1k,kp<=512,0.7574,4
512,n<=8,sr>70%,kvB<=1k,kp=0,0.7287,4
1024,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0428,4
1024,n<=128,sr<=15%,kvB<=1k,kp=0,0.0412,4
1024,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0314,2
1024,n<=128,sr<=40%,kvB<=1k,kp=0,0.0249,2
1024,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0533,8
1024,n<=128,sr<=5%,kvB<=1k,kp=0,0.0523,8
1024,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0162,2
1024,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0165,2
1024,n<=128,sr>70%,kvB<=1k,kp<=512,-0.0591,4
1024,n<=128,sr>70%,kvB<=1k,kp=0,-0.0558,4
1024,n<=16,sr<=15%,kvB<=1k,kp<=512,0.4397,4
1024,n<=16,sr<=15%,kvB<=1k,kp=0,0.4299,4
1024,n<=16,sr<=40%,kvB<=1k,kp<=512,0.4889,4
1024,n<=16,sr<=40%,kvB<=1k,kp=0,0.505,4
1024,n<=16,sr<=70%,kvB<=1k,kp<=512,0.9242,2
1024,n<=16,sr<=70%,kvB<=1k,kp=0,0.9242,2
1024,n<=16,sr>70%,kvB<=1k,kp<=512,0.8431,4
1024,n<=16,sr>70%,kvB<=1k,kp=0,0.8844,4
1024,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.036,2
1024,n<=2,sr<=70%,kvB<=1k,kp=0,-0.0471,2
1024,n<=32,sr<=15%,kvB<=1k,kp<=512,0.3398,6
1024,n<=32,sr<=15%,kvB<=1k,kp=0,0.3752,6
1024,n<=32,sr<=40%,kvB<=1k,kp<=512,0.3131,2
1024,n<=32,sr<=40%,kvB<=1k,kp=0,0.3039,2
1024,n<=32,sr<=5%,kvB<=1k,kp<=512,0.342,2
1024,n<=32,sr<=5%,kvB<=1k,kp=0,0.3363,2
1024,n<=32,sr<=70%,kvB<=1k,kp<=512,0.6086,2
1024,n<=32,sr<=70%,kvB<=1k,kp=0,0.4713,2
1024,n<=32,sr>70%,kvB<=1k,kp<=512,0.8588,4
1024,n<=32,sr>70%,kvB<=1k,kp=0,0.8398,4
1024,n<=4,sr<=40%,kvB<=1k,kp<=512,0.1886,2
1024,n<=4,sr<=40%,kvB<=1k,kp=0,0.1143,2
1024,n<=4,sr<=70%,kvB<=1k,kp<=512,0.09,2
1024,n<=4,sr<=70%,kvB<=1k,kp=0,-0.0024,2
1024,n<=4,sr>70%,kvB<=1k,kp<=512,0.0293,2
1024,n<=4,sr>70%,kvB<=1k,kp=0,0.1164,2
1024,n<=64,sr<=15%,kvB<=1k,kp<=512,0.157,4
1024,n<=64,sr<=15%,kvB<=1k,kp=0,0.178,4
1024,n<=64,sr<=40%,kvB<=1k,kp<=512,0.1101,2
1024,n<=64,sr<=40%,kvB<=1k,kp=0,0.1167,2
1024,n<=64,sr<=5%,kvB<=1k,kp<=512,0.143,6
1024,n<=64,sr<=5%,kvB<=1k,kp=0,0.1467,6
1024,n<=64,sr<=70%,kvB<=1k,kp<=512,0.1606,2
1024,n<=64,sr<=70%,kvB<=1k,kp=0,0.1581,2
1024,n<=64,sr>70%,kvB<=1k,kp<=512,0.2069,4
1024,n<=64,sr>70%,kvB<=1k,kp=0,0.2477,4
1024,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1395,2
1024,n<=8,sr<=15%,kvB<=1k,kp=0,0.1384,2
1024,n<=8,sr<=40%,kvB<=1k,kp<=512,0.0179,4
1024,n<=8,sr<=40%,kvB<=1k,kp=0,0.0304,4
1024,n<=8,sr<=70%,kvB<=1k,kp<=512,0.0282,2
1024,n<=8,sr<=70%,kvB<=1k,kp=0,-0.0036,2
1024,n<=8,sr>70%,kvB<=1k,kp<=512,0.7686,4
1024,n<=8,sr>70%,kvB<=1k,kp=0,0.8169,4
