prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,16,128,128,210.177
32,16,128,256,337.441
32,16,128,512,593.603
32,16,128,1024,1103.26
32,32,0,0,23.051
32,32,1,16,29.6963
32,32,1,32,32.203
32,32,1,64,34.699
32,32,1,128,41.024
32,32,1,256,41.6743
32,32,1,512,42.3467
32,32,1,1024,49.301
32,32,2,16,29.782
32,32,2,32,32.2453
32,32,2,64,34.9017
32,32,2,128,41.5897
32,32,2,256,42.4107
32,32,2,512,49.387
32,32,2,1024,57.408
32,32,4,16,30.0377
32,32,4,32,32.7257
32,32,4,64,35.7227
32,32,4,128,42.9547
32,32,4,256,49.6003
32,32,4,512,57.611
32,32,4,1024,75.8187
32,32,8,16,30.7317
32,32,8,32,33.9523
32,32,8,64,36.842
32,32,8,128,50.443
32,32,8,256,58.8173
32,32,8,512,76.2137
32,32,8,1024,109.526
32,32,16,16,33.8133
32,32,16,32,39.5953
32,32,16,64,44.4697
32,32,16,128,55.382
32,32,16,256,72.171
32,32,16,512,107.041
32,32,16,1024,174.038
32,32,32,16,40.5867
32,32,32,32,50.709
32,32,32,64,61.3123
32,32,32,128,79.116
32,32,32,256,112.043
32,32,32,512,177.813
32,32,32,1024,308.759
32,32,64,16,54.4313
32,32,64,32,72.0857
32,32,64,64,89.8567
32,32,64,128,125.856
32,32,64,256,190.113
32,32,64,512,320.898
32,32,64,1024,578.969
32,32,128,16,78.6353
32,32,128,32,110.976
32,32,128,64,142.614
32,32,128,128,210.443
32,32,128,256,336.822
32,32,128,512,595.074
32,32,128,1024,1104.33
32,64,0,0,31.307
32,64,1,16,37.9847
32,64,1,32,40.3417
32,64,1,64,42.8697
32,64,1,128,49.3863
32,64,1,256,49.6967
32,64,1,512,50.6987
32,64,1,1024,57.6853
32,64,2,16,37.9523
32,64,2,32,40.3633
32,64,2,64,42.987
32,64,2,128,49.9733
32,64,2,256,50.7207
32,64,2,512,57.59
32,64,2,1024,65.4717
32,64,4,16,38.293
32,64,4,32,40.9927
32,64,4,64,43.9673
32,64,4,128,51.2427
32,64,4,256,57.8027
32,64,4,512,66.0057
32,64,4,1024,84.7893
32,64,8,16,39.0407
32,64,8,32,42.1223
32,64,8,64,45.185
32,64,8,128,58.8483
32,64,8,256,67.051
32,64,8,512,84.3097
32,64,8,1024,118.614
32,64,16,16,42.2193
32,64,16,32,47.9573
32,64,16,64,53.056
32,64,16,128,63.371
32,64,16,256,80.7367
32,64,16,512,115.339
32,64,16,1024,182.518
32,64,32,16,48.8747
32,64,32,32,58.6353
32,64,32,64,69.7923
32,64,32,128,87.7557
32,64,32,256,120.897
32,64,32,512,186.358
32,64,32,1024,318.027
32,64,64,16,62.283
32,64,64,32,79.8297
32,64,64,64,97.7813
32,64,64,128,132.843
32,64,64,256,198.156
32,64,64,512,329.303
32,64,64,1024,586.253
32,64,128,16,86.827
32,64,128,32,118.795
32,64,128,64,151.009
32,64,128,128,218.348
32,64,128,256,345.132
32,64,128,512,602.648
32,64,128,1024,1114.29
32,128,0,0,38.805
32,128,1,16,45.3227
32,128,1,32,47.8083
32,128,1,64,50.2827
32,128,1,128,56.9387
32,128,1,256,57.355
32,128,1,512,58.049
32,128,1,1024,65.1207
32,128,2,16,45.398
32,128,2,32,47.755
32,128,2,64,50.5817
32,128,2,128,57.3643
32,128,2,256,58.1763
32,128,2,512,65.195
32,128,2,1024,74.528
32,128,4,16,45.707
32,128,4,32,48.3417
32,128,4,64,51.488
32,128,4,128,58.581
32,128,4,256,65.0033
32,128,4,512,74.5603
32,128,4,1024,92.3313
32,128,8,16,46.6987
32,128,8,32,49.7933
32,128,8,64,52.427
32,128,8,128,66.8907
32,128,8,256,75.7013
32,128,8,512,92.917
32,128,8,1024,127.157
32,128,16,16,49.5467
32,128,16,32,55.4247
32,128,16,64,60.8643
32,128,16,128,71.3067
32,128,16,256,88.81
32,128,16,512,123.371
32,128,16,1024,191.755
32,128,32,16,56.107
32,128,32,32,66.9443
32,128,32,64,78.016
32,128,32,128,95.627
32,128,32,256,129.419
32,128,32,512,195.137
32,128,32,1024,325.867
32,128,64,16,70.3253
32,128,64,32,88.107
32,128,64,64,106.977
32,128,64,128,141.515
32,128,64,256,205.825
32,128,64,512,337.154
32,128,64,1024,596.557
32,128,128,16,94.199
32,128,128,32,127.073
32,128,128,64,159.157
32,128,128,128,226.465
32,128,128,256,353.943
32,128,128,512,609.635
32,128,128,1024,1120.62
32,256,0,0,39.296
32,256,1,16,45.483
32,256,1,32,48.2447
32,256,1,64,50.7843
32,256,1,128,57.185
32,256,1,256,57.5893
32,256,1,512,58.635
32,256,1,1024,66.016
32,256,2,16,45.835
32,256,2,32,48.2237
32,256,2,64,51.051
32,256,2,128,57.771
32,256,2,256,58.6793
32,256,2,512,65.899
32,256,2,1024,73.9197
32,256,4,16,46.0057
32,256,4,32,48.64
