regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,8,4,0.5,4.0,16,0,256,1024,640,215.201,292.224,219.712,0.0586
mixed,8,4,0.5,4.0,16,512,128,512,320,201.474,241.986,202.367,0.022
mixed,8,4,0.5,4.0,16,512,256,1024,640,266.848,344.163,267.873,0.0133
mixed,8,4,0.5,4.0,16,1024,128,512,320,225.473,265.6,226.369,0.0223
mixed,8,4,0.5,4.0,16,1024,256,1024,640,288.832,366.624,292.961,0.0531
mixed,8,4,0.5,4.0,32,0,128,512,320,188.609,229.12,191.267,0.0656
mixed,8,4,0.5,4.0,32,0,256,1024,640,254.271,329.344,255.328,0.0141
mixed,8,4,0.5,4.0,32,512,128,512,320,248.736,288.066,251.842,0.079
mixed,8,4,0.5,4.0,32,512,256,1024,640,313.504,390.496,316.063,0.0332
mixed,8,4,0.5,4.0,32,1024,128,512,320,309.857,354.112,312.225,0.0535
mixed,8,4,0.5,4.0,32,1024,256,1024,640,375.586,455.713,378.338,0.0343
mixed,8,4,0.5,4.0,64,0,128,512,320,199.263,237.025,196.29,-0.0787
mixed,8,4,0.5,4.0,64,0,256,1024,640,263.168,339.043,264.801,0.0215
mixed,8,4,0.5,4.0,64,512,128,512,320,334.658,372.77,332.77,-0.0495
mixed,8,4,0.5,4.0,64,512,256,1024,640,398.209,476.577,400.001,0.0229
mixed,8,4,0.5,4.0,64,1024,128,512,320,413.889,451.362,412.576,-0.035
mixed,8,4,0.5,4.0,64,1024,256,1024,640,477.09,554.242,477.121,0.0004
mixed,8,4,0.5,4.0,128,0,128,512,320,217.698,259.041,215.647,-0.0496
mixed,8,4,0.5,4.0,128,0,256,1024,640,283.681,359.106,286.594,0.0386
mixed,8,4,0.5,4.0,128,512,128,512,320,459.714,495.874,458.37,-0.0372
mixed,8,4,0.5,4.0,128,512,256,1024,640,522.465,601.953,523.52,0.0133
mixed,8,4,0.5,4.0,128,1024,128,512,320,556.609,595.522,555.618,-0.0255
mixed,8,4,0.5,4.0,128,1024,256,1024,640,622.529,699.746,623.778,0.0162
mixed,8,4,0.5,4.0,256,0,128,512,320,509.954,548.769,509.763,-0.0049
mixed,8,4,0.5,4.0,256,0,256,1024,640,574.978,649.347,572.387,-0.0348
mixed,8,4,0.5,4.0,256,512,128,512,320,711.233,747.619,710.498,-0.0202
mixed,8,4,0.5,4.0,256,512,256,1024,640,772.932,850.467,774.371,0.0186
mixed,8,4,0.5,4.0,256,1024,128,512,320,911.33,952.194,912.579,0.0306
mixed,8,4,0.5,4.0,256,1024,256,1024,640,970.722,1049.346,972.323,0.0204
mixed,8,4,0.5,4.0,512,0,128,512,320,593.122,631.907,592.928,-0.005
mixed,8,4,0.5,4.0,512,0,256,1024,640,655.138,734.725,656.1,0.0121
mixed,8,4,0.5,4.0,512,512,128,512,320,1007.683,1047.78,1008.803,0.0279
mixed,8,4,0.5,4.0,512,512,256,1024,640,1071.876,1148.611,1071.427,-0.0059
mixed,8,4,0.5,4.0,512,1024,128,512,320,1399.62,1439.524,1398.245,-0.0345
mixed,8,4,0.5,4.0,512,1024,256,1024,640,1463.073,1541.347,1463.846,0.0099
mixed,8,4,0.5,4.0,1024,0,128,512,320,1384.231,1422.178,1382.626,-0.0423
mixed,8,4,0.5,4.0,1024,0,256,1024,640,1448.422,1525.574,1448.869,0.0058
mixed,8,4,0.5,4.0,1024,512,128,512,320,2232.009,2271.912,2231.689,-0.008
mixed,8,4,0.5,4.0,1024,512,256,1024,640,2296.105,2370.662,2298.983,0.0386
pure,8,6,0.75,4.0,0,0,128,512,416,145.409,167.841,161.217,0.7047
pure,8,6,0.75,4.0,0,0,256,1024,832,227.713,269.474,258.144,0.7287
mixed,8,6,0.75,4.0,16,0,128,512,416,166.623,191.68,187.073,0.8161
mixed,8,6,0.75,4.0,16,0,256,1024,832,249.504,291.678,289.923,0.9584
mixed,8,6,0.75,4.0,16,512,128,512,416,217.569,241.857,236.612,0.784
mixed,8,6,0.75,4.0,16,512,256,1024,832,304.286,345.955,339.518,0.8455
mixed,8,6,0.75,4.0,16,1024,128,512,416,239.297,264.381,262.112,0.9095
mixed,8,6,0.75,4.0,16,1024,256,1024,832,326.691,366.688,361.504,0.8704
mixed,8,6,0.75,4.0,32,0,128,512,416,203.556,228.353,223.554,0.8065
mixed,8,6,0.75,4.0,32,0,256,1024,832,289.472,327.01,324.099,0.9225
mixed,8,6,0.75,4.0,32,512,128,512,416,266.528,285.858,281.632,0.7814
mixed,8,6,0.75,4.0,32,512,256,1024,832,352.644,390.084,380.479,0.7435
mixed,8,6,0.75,4.0,32,1024,128,512,416,328.13,350.591,344.769,0.7408
mixed,8,6,0.75,4.0,32,1024,256,1024,832,413.728,454.051,449.121,0.8777
mixed,8,6,0.75,4.0,64,0,128,512,416,211.903,238.019,229.954,0.6912
mixed,8,6,0.75,4.0,64,0,256,1024,832,298.304,336.479,334.656,0.9522
mixed,8,6,0.75,4.0,64,512,128,512,416,351.616,372.995,366.787,0.7096
mixed,8,6,0.75,4.0,64,512,256,1024,832,433.505,474.979,468.705,0.8487
mixed,8,6,0.75,4.0,64,1024,128,512,416,428.417,452.162,444.416,0.6738
mixed,8,6,0.75,4.0,64,1024,256,1024,832,514.882,552.802,545.411,0.8051
mixed,8,6,0.75,4.0,128,0,128,512,416,235.458,256.064,248.993,0.6568
mixed,8,6,0.75,4.0,128,0,256,1024,832,320.804,358.977,350.72,0.7837
mixed,8,6,0.75,4.0,128,512,128,512,416,474.433,497.029,490.594,0.7152
mixed,8,6,0.75,4.0,128,512,256,1024,832,559.877,599.077,586.047,0.6676
mixed,8,6,0.75,4.0,128,1024,128,512,416,571.01,596.033,586.115,0.6036
mixed,8,6,0.75,4.0,128,1024,256,1024,832,657.6,698.21,684.802,0.6698
mixed,8,6,0.75,4.0,256,0,128,512,416,524.319,549.059,539.873,0.6287
mixed,8,6,0.75,4.0,256,0,256,1024,832,608.897,650.658,639.649,0.7364
mixed,8,6,0.75,4.0,256,512,128,512,416,726.689,748.45,739.074,0.5691
mixed,8,6,0.75,4.0,256,512,256,1024,832,811.426,853.027,841.378,0.72
mixed,8,6,0.75,4.0,256,1024,128,512,416,922.949,947.81,940.197,0.6938
mixed,8,6,0.75,4.0,256,1024,256,1024,832,1012.161,1051.618,1037.379,0.6391
mixed,8,6,0.75,4.0,512,0,128,512,416,607.424,629.632,622.116,0.6616
mixed,8,6,0.75,4.0,512,0,256,1024,832,695.17,734.433,723.972,0.7336
mixed,8,6,0.75,4.0,512,512,128,512,416,1021.763,1047.587,1041.923,0.7807
mixed,8,6,0.75,4.0,512,512,256,1024,832,1108.099,1147.972,1138.755,0.7688
mixed,8,6,0.75,4.0,512,1024,128,512,416,1416.099,1440.806,1429.827,0.5556
mixed,8,6,0.75,4.0,512,1024,256,1024,832,1500.197,1540.837,1531.076,0.7598
mixed,8,6,0.75,4.0,1024,0,128,512,416,1398.95,1419.91,1416.069,0.8167
mixed,8,6,0.75,4.0,1024,0,256,1024,832,1480.707,1524.356,1515.206,0.7904
mixed,8,6,0.75,4.0,1024,512,128,512,416,2247.206,2269.479,2262.34,0.6795
mixed,8,6,0.75,4.0,1024,512,256,1024,832,2340.678,2372.678,2364.933,0.758
pure,8,7,0.875,4.0,0,0,128,512,464,156.224,166.592,166.882,1.028
pure,8,7,0.875,4.0,0,0,256,1024,928,248.032,268.385,269.537,1.0566
mixed,8,7,0.875,4.0,16,0,128,512,464,179.259,189.665,189.792,1.0122
mixed,8,7,0.875,4.0,16,0,256,1024,928,268.257,291.041,289.441,0.9298
mixed,8,7,0.875,4.0,16,512,128,512,464,230.338,242.112,238.689,0.7093
mixed,8,7,0.875,4.0,16,512,256,1024,928,318.116,343.841,341.795,0.9205
mixed,8,7,0.875,4.0,16,1024,128,512,464,251.778,266.015,262.017,0.7192
mixed,8,7,0.875,4.0,16,1024,256,1024,928,344.448,365.311,362.849,0.882
mixed,8,7,0.875,4.0,32,0,128,512,464,216.831,228.996,224.673,0.6446
mixed,8,7,0.875,4.0,32,0,256,1024,928,307.459,330.816,325.633,0.7781
mixed,8,7,0.875,4.0,32,512,128,512,464,277.279,286.462,284.033,0.7355
mixed,8,7,0.875,4.0,32,512,256,1024,928,366.529,390.913,386.404,0.8151
mixed,8,7,0.875,4.0,32,1024,128,512,464,339.391,350.498,344.993,0.5044
mixed,8,7,0.875,4.0,32,1024,256,1024,928,432.802,454.946,449.951,0.7744
mixed,8,7,0.875,4.0,64,0,128,512,464,226.208,237.888,235.968,0.8356
mixed,8,7,0.875,4.0,64,0,256,1024,928,317.536,339.843,337.088,0.8765
mixed,8,7,0.875,4.0,64,512,128,512,464,361.442,371.423,366.048,0.4615
mixed,8,7,0.875,4.0,64,512,256,1024,928,451.458,476.676,473.056,0.8565
mixed,8,7,0.875,4.0,64,1024,128,512,464,438.208,452.191,447.49,0.6638
mixed,8,7,0.875,4.0,64,1024,256,1024,928,528.032,553.825,552.066,0.9318
mixed,8,7,0.875,4.0,128,0,128,512,464,244.834,257.699,255.202,0.8059
mixed,8,7,0.875,4.0,128,0,256,1024,928,336.609,357.793,353.024,0.7749
mixed,8,7,0.875,4.0,128,512,128,512,464,485.569,495.554,490.882,0.5321
mixed,8,7,0.875,4.0,128,512,256,1024,928,574.784,599.746,594.722,0.7987
mixed,8,7,0.875,4.0,128,1024,128,512,464,583.776,598.785,592.128,0.5565
mixed,8,7,0.875,4.0,128,1024,256,1024,928,671.006,697.699,689.696,0.7002
mixed,8,7,0.875,4.0,256,0,128,512,464,534.177,548.77,542.625,0.5789
mixed,8,7,0.875,4.0,256,0,256,1024,928,625.251,651.874,646.048,0.7812
mixed,8,7,0.875,4.0,256,512,128,512,464,735.2,748.994,743.937,0.6334
mixed,8,7,0.875,4.0,256,512,256,1024,928,824.995,849.092,846.114,0.8764
mixed,8,7,0.875,4.0,256,1024,128,512,464,936.194,946.914,943.587,0.6896
mixed,8,7,0.875,4.0,256,1024,256,1024,928,1024.963,1049.603,1045.473,0.8324
mixed,8,7,0.875,4.0,512,0,128,512,464,617.666,631.333,623.968,0.4611
mixed,8,7,0.875,4.0,512,0,256,1024,928,707.843,731.843,728.48,0.8599
mixed,8,7,0.875,4.0,512,512,128,512,464,1031.329,1045.699,1041.827,0.7305
mixed,8,7,0.875,4.0,512,512,256,1024,928,1121.443,1149.025,1141.314,0.7204
mixed,8,7,0.875,4.0,512,1024,128,512,464,1423.619,1439.587,1436.515,0.8076
mixed,8,7,0.875,4.0,512,1024,256,1024,928,1515.971,1542.085,1535.814,0.7599
mixed,8,7,0.875,4.0,1024,0,128,512,464,1412.007,1420.293,1416.418,0.5323
mixed,8,7,0.875,4.0,1024,0,256,1024,928,1498.98,1525.732,1523.46,0.9151
mixed,8,7,0.875,4.0,1024,512,128,512,464,2257.096,2269.223,2265.477,0.6911
mixed,8,7,0.875,4.0,1024,512,256,1024,928,2348.264,2371.176,2368.776,0.8953
pure,16,1,0.0625,4.0,0,0,128,512,152,104.672,257.888,166.271,0.402
pure,16,1,0.0625,4.0,0,0,256,1024,304,169.599,463.587,268.16,0.3353
mixed,16,1,0.0625,4.0,16,0,128,512,152,127.008,280.737,188.064,0.3972
mixed,16,1,0.0625,4.0,16,0,256,1024,304,191.616,485.954,287.007,0.3241
mixed,16,1,0.0625,4.0,16,512,128,512,152,178.56,333.825,238.655,0.387
mixed,16,1,0.0625,4.0,16,512,256,1024,304,244.098,535.266,335.651,0.3144
mixed,16,1,0.0625,4.0,16,1024,128,512,152,201.152,355.136,260.575,0.3859
mixed,16,1,0.0625,4.0,16,1024,256,1024,304,264.767,562.529,359.489,0.3181
mixed,16,1,0.0625,4.0,32,0,128,512,152,165.792,320.545,224.258,0.3778
mixed,16,1,0.0625,4.0,32,0,256,1024,304,229.249,520.738,323.075,0.3219
mixed,16,1,0.0625,4.0,32,512,128,512,152,222.208,379.618,282.273,0.3816
mixed,16,1,0.0625,4.0,32,512,256,1024,304,288.739,584.354,382.497,0.3172
mixed,16,1,0.0625,4.0,32,1024,128,512,152,285.154,442.243,345.027,0.3811
mixed,16,1,0.0625,4.0,32,1024,256,1024,304,351.744,643.49,448.929,0.3331
mixed,16,1,0.0625,4.0,64,0,128,512,152,172.415,329.665,233.213,0.3866
mixed,16,1,0.0625,4.0,64,0,256,1024,304,239.905,531.393,336.735,0.3322
mixed,16,1,0.0625,4.0,64,512,128,512,152,308.478,461.699,368.162,0.3895
mixed,16,1,0.0625,4.0,64,512,256,1024,304,374.146,664.738,464.835,0.3121
mixed,16,1,0.0625,4.0,64,1024,128,512,152,384.961,544.194,449.921,0.408
mixed,16,1,0.0625,4.0,64,1024,256,1024,304,450.815,742.082,548.514,0.3354
mixed,16,1,0.0625,4.0,128,0,128,512,152,196.191,352.257,256.897,0.389
mixed,16,1,0.0625,4.0,128,0,256,1024,304,263.041,556.418,362.336,0.3385
mixed,16,1,0.0625,4.0,128,512,128,512,152,437.602,590.241,498.239,0.3973
mixed,16,1,0.0625,4.0,128,512,256,1024,304,498.145,791.075,593.89,0.3269
mixed,16,1,0.0625,4.0,128,1024,128,512,152,535.553,686.528,599.426,0.4231
mixed,16,1,0.0625,4.0,128,1024,256,1024,304,598.368,887.074,694.756,0.3339
mixed,16,1,0.0625,4.0,256,0,128,512,152,481.602,637.089,545.247,0.4093
mixed,16,1,0.0625,4.0,256,0,256,1024,304,547.587,836.034,640.225,0.3212
mixed,16,1,0.0625,4.0,256,512,128,512,152,681.604,837.505,744.292,0.4021
mixed,16,1,0.0625,4.0,256,512,256,1024,304,746.244,1035.973,845.027,0.3409
mixed,16,1,0.0625,4.0,256,1024,128,512,152,880.77,1031.396,946.019,0.4332
mixed,16,1,0.0625,4.0,256,1024,256,1024,304,949.347,1239.331,1046.723,0.3358
mixed,16,1,0.0625,4.0,512,0,128,512,152,566.21,720.769,628.035,0.4
mixed,16,1,0.0625,4.0,512,0,256,1024,304,633.282,925.218,729.763,0.3305
mixed,16,1,0.0625,4.0,512,512,128,512,152,981.541,1138.181,1043.528,0.3957
mixed,16,1,0.0625,4.0,512,512,256,1024,304,1047.65,1336.644,1143.204,0.3306
mixed,16,1,0.0625,4.0,512,1024,128,512,152,1374.469,1528.931,1428.676,0.3509
mixed,16,1,0.0625,4.0,512,1024,256,1024,304,1440.295,1730.082,1532.643,0.3187
mixed,16,1,0.0625,4.0,1024,0,128,512,152,1358.789,1513.605,1417.541,0.3795
mixed,16,1,0.0625,4.0,1024,0,256,1024,304,1422.66,1711.013,1516.9,0.3268
mixed,16,1,0.0625,4.0,1024,512,128,512,152,2203.973,2360.263,2267.495,0.4064
mixed,16,1,0.0625,4.0,1024,512,256,1024,304,2268.072,2561.129,2367.943,0.3408
pure,16,2,0.125,4.0,0,0,128,512,176,116.896,259.169,193.985,0.5418
pure,16,2,0.125,4.0,0,0,256,1024,352,194.369,462.53,334.018,0.5208
mixed,16,2,0.125,4.0,16,0,128,512,176,139.776,281.025,215.967,0.5394
mixed,16,2,0.125,4.0,16,0,256,1024,352,217.855,484.065,359.715,0.5329
mixed,16,2,0.125,4.0,16,512,128,512,176,194.593,332.705,265.794,0.5155
mixed,16,2,0.125,4.0,16,512,256,1024,352,268.928,537.571,407.779,0.5169
mixed,16,2,0.125,4.0,16,1024,128,512,176,215.65,357.409,290.754,0.5298
mixed,16,2,0.125,4.0,16,1024,256,1024,352,290.783,556.96,432.353,0.5319
mixed,16,2,0.125,4.0,32,0,128,512,176,179.775,321.41,251.937,0.5095
mixed,16,2,0.125,4.0,32,0,256,1024,352,254.467,522.529,397.601,0.534
mixed,16,2,0.125,4.0,32,512,128,512,176,235.84,378.591,309.888,0.5187
mixed,16,2,0.125,4.0,32,512,256,1024,352,315.939,580.226,454.783,0.5254
mixed,16,2,0.125,4.0,32,1024,128,512,176,296.642,441.89,373.312,0.5279
mixed,16,2,0.125,4.0,32,1024,256,1024,352,376.64,643.042,516.608,0.5254
mixed,16,2,0.125,4.0,64,0,128,512,176,185.984,327.905,260.803,0.5272
mixed,16,2,0.125,4.0,64,0,256,1024,352,261.537,534.817,407.201,0.533
mixed,16,2,0.125,4.0,64,512,128,512,176,322.979,464.257,393.987,0.5026
mixed,16,2,0.125,4.0,64,512,256,1024,352,397.665,668.001,542.116,0.5343
mixed,16,2,0.125,4.0,64,1024,128,512,176,400.801,539.584,475.363,0.5373
mixed,16,2,0.125,4.0,64,1024,256,1024,352,477.122,741.441,619.199,0.5375
mixed,16,2,0.125,4.0,128,0,128,512,176,210.176,351.873,282.976,0.5138
mixed,16,2,0.125,4.0,128,0,256,1024,352,287.905,553.09,427.68,0.5271
mixed,16,2,0.125,4.0,128,512,128,512,176,450.146,587.201,521.888,0.5235
mixed,16,2,0.125,4.0,128,512,256,1024,352,524.482,792.195,670.659,0.546
mixed,16,2,0.125,4.0,128,1024,128,512,176,548.704,687.813,623.296,0.5362
mixed,16,2,0.125,4.0,128,1024,256,1024,352,625.472,888.867,767.617,0.5397
mixed,16,2,0.125,4.0,256,0,128,512,176,496.513,633.764,571.202,0.5442
mixed,16,2,0.125,4.0,256,0,256,1024,352,570.531,836.386,714.658,0.5421
mixed,16,2,0.125,4.0,256,512,128,512,176,697.28,838.658,770.019,0.5145
mixed,16,2,0.125,4.0,256,512,256,1024,352,770.564,1034.883,915.042,0.5466
mixed,16,2,0.125,4.0,256,1024,128,512,176,897.378,1033.091,971.235,0.5442
mixed,16,2,0.125,4.0,256,1024,256,1024,352,974.436,1237.443,1115.873,0.5378
mixed,16,2,0.125,4.0,512,0,128,512,176,582.562,722.881,655.267,0.5181
mixed,16,2,0.125,4.0,512,0,256,1024,352,657.763,925.091,799.36,0.5297
mixed,16,2,0.125,4.0,512,512,128,512,176,998.977,1133.379,1071.714,0.5412
mixed,16,2,0.125,4.0,512,512,256,1024,352,1071.715,1335.299,1216.035,0.5475
mixed,16,2,0.125,4.0,512,1024,128,512,176,1388.613,1528.1,1461.54,0.5228
mixed,16,2,0.125,4.0,512,1024,256,1024,352,1465.222,1728.706,1608.132,0.5424
mixed,16,2,0.125,4.0,1024,0,128,512,176,1368.099,1513.221,1445.064,0.5303
mixed,16,2,0.125,4.0,1024,0,256,1024,352,1446.501,1713.316,1589.924,0.5375
mixed,16,2,0.125,4.0,1024,512,128,512,176,2219.241,2362.149,2294.246,0.5248
mixed,16,2,0.125,4.0,1024,512,256,1024,352,2296.003,2563.143,2441.799,0.5458
pure,16,3,0.1875,4.0,0,0,128,512,200,129.503,260.257,192.32,0.4804
pure,16,3,0.1875,4.0,0,0,256,1024,400,207.618,461.507,337.824,0.5128
mixed,16,3,0.1875,4.0,16,0,128,512,200,152.481,282.145,215.873,0.4889
mixed,16,3,0.1875,4.0,16,0,256,1024,400,231.009,484.131,358.497,0.5037
mixed,16,3,0.1875,4.0,16,512,128,512,200,203.873,332.448,266.88,0.49
mixed,16,3,0.1875,4.0,16,512,256,1024,400,282.785,537.698,412.098,0.5073
mixed,16,3,0.1875,4.0,16,1024,128,512,200,227.712,354.849,290.465,0.4936
mixed,16,3,0.1875,4.0,16,1024,256,1024,400,305.346,560.449,435.65,0.5108
mixed,16,3,0.1875,4.0,32,0,128,512,200,190.465,320.128,253.442,0.4857
mixed,16,3,0.1875,4.0,32,0,256,1024,400,269.89,522.563,397.186,0.5038
mixed,16,3,0.1875,4.0,32,512,128,512,200,250.881,377.571,309.601,0.4635
mixed,16,3,0.1875,4.0,32,512,256,1024,400,327.007,579.906,454.595,0.5045
mixed,16,3,0.1875,4.0,32,1024,128,512,200,312.769,441.985,374.402,0.477
mixed,16,3,0.1875,4.0,32,1024,256,1024,400,392.097,642.211,518.882,0.5069
mixed,16,3,0.1875,4.0,64,0,128,512,200,199.295,329.76,261.537,0.4771
mixed,16,3,0.1875,4.0,64,0,256,1024,400,278.688,530.562,404.96,0.5013
mixed,16,3,0.1875,4.0,64,512,128,512,200,335.682,462.276,395.711,0.4742
mixed,16,3,0.1875,4.0,64,512,256,1024,400,413.506,664.927,540.224,0.504
mixed,16,3,0.1875,4.0,64,1024,128,512,200,414.241,539.649,476.899,0.4996
mixed,16,3,0.1875,4.0,64,1024,256,1024,400,488.545,743.524,620.353,0.5169
mixed,16,3,0.1875,4.0,128,0,128,512,200,222.401,352.545,285.888,0.4878
mixed,16,3,0.1875,4.0,128,0,256,1024,400,302.017,554.208,433.858,0.5228
mixed,16,3,0.1875,4.0,128,512,128,512,200,462.464,591.266,524.321,0.4802
mixed,16,3,0.1875,4.0,128,512,256,1024,400,542.242,790.147,669.347,0.5127
mixed,16,3,0.1875,4.0,128,1024,128,512,200,562.977,688.802,624.354,0.4878
mixed,16,3,0.1875,4.0,128,1024,256,1024,400,637.505,886.915,766.274,0.5163
mixed,16,3,0.1875,4.0,256,0,128,512,200,508.163,631.585,569.599,0.4978
mixed,16,3,0.1875,4.0,256,0,256,1024,400,585.507,836.868,715.393,0.5167
mixed,16,3,0.1875,4.0,256,512,128,512,200,708.225,834.595,773.152,0.5138
mixed,16,3,0.1875,4.0,256,512,256,1024,400,785.056,1038.144,917.57,0.5236
mixed,16,3,0.1875,4.0,256,1024,128,512,200,911.075,1032.58,974.242,0.5199
mixed,16,3,0.1875,4.0,256,1024,256,1024,400,985.38,1237.41,1116.101,0.5187
mixed,16,3,0.1875,4.0,512,0,128,512,200,595.651,722.433,656.099,0.4768
mixed,16,3,0.1875,4.0,512,0,256,1024,400,671.906,928.164,803.586,0.5139
mixed,16,3,0.1875,4.0,512,512,128,512,200,1011.427,1133.635,1072.898,0.503
mixed,16,3,0.1875,4.0,512,512,256,1024,400,1083.012,1337.157,1219.141,0.5356
mixed,16,3,0.1875,4.0,512,1024,128,512,200,1400.613,1530.5,1462.178,0.474
mixed,16,3,0.1875,4.0,512,1024,256,1024,400,1479.077,1729.765,1606.535,0.5084
mixed,16,3,0.1875,4.0,1024,0,128,512,200,1386.693,1511.557,1445.989,0.4749
mixed,16,3,0.1875,4.0,1024,0,256,1024,400,1460.71,1712.644,1593.959,0.5289
mixed,16,3,0.1875,4.0,1024,512,128,512,200,2233.639,2362.951,2295.88,0.4813
mixed,16,3,0.1875,4.0,1024,512,256,1024,400,2309.766,2565.545,2442.312,0.5182
pure,16,4,0.25,4.0,0,0,128,512,224,142.752,262.178,193.344,0.4236
pure,16,4,0.25,4.0,0,0,256,1024,448,232.159,462.883,339.521,0.4653
mixed,16,4,0.25,4.0,16,0,128,512,224,165.157,282.561,217.088,0.4423
mixed,16,4,0.25,4.0,16,0,256,1024,448,255.393,483.427,361.216,0.4641
mixed,16,4,0.25,4.0,16,512,128,512,224,217.792,332.768,269.185,0.447
mixed,16,4,0.25,4.0,16,512,256,1024,448,306.401,540.703,411.265,0.4476
mixed,16,4,0.25,4.0,16,1024,128,512,224,241.921,353.76,291.264,0.4412
mixed,16,4,0.25,4.0,16,1024,256,1024,448,331.489,558.369,437.892,0.469
mixed,16,4,0.25,4.0,32,0,128,512,224,203.618,317.729,256.545,0.4638
mixed,16,4,0.25,4.0,32,0,256,1024,448,293.666,524.545,398.4,0.4536
mixed,16,4,0.25,4.0,32,512,128,512,224,261.759,375.552,312.994,0.4502
mixed,16,4,0.25,4.0,32,512,256,1024,448,349.698,580.513,456.737,0.4637
mixed,16,4,0.25,4.0,32,1024,128,512,224,325.28,440.16,377.73,0.4566
mixed,16,4,0.25,4.0,32,1024,256,1024,448,412.385,644.93,520.8,0.4662
mixed,16,4,0.25,4.0,64,0,128,512,224,211.777,328.897,262.849,0.4361
mixed,16,4,0.25,4.0,64,0,256,1024,448,302.21,531.906,407.458,0.4582
mixed,16,4,0.25,4.0,64,512,128,512,224,347.487,461.73,396.768,0.4314
mixed,16,4,0.25,4.0,64,512,256,1024,448,434.273,669.987,543.808,0.4647
mixed,16,4,0.25,4.0,64,1024,128,512,224,424.065,538.082,481.282,0.5018
mixed,16,4,0.25,4.0,64,1024,256,1024,448,516.002,743.777,621.313,0.4623
mixed,16,4,0.25,4.0,128,0,128,512,224,237.6,352.289,285.311,0.416
mixed,16,4,0.25,4.0,128,0,256,1024,448,325.217,557.986,434.082,0.4677
mixed,16,4,0.25,4.0,128,512,128,512,224,472.833,591.265,525.44,0.4442
mixed,16,4,0.25,4.0,128,512,256,1024,448,563.488,793.314,674.147,0.4815
mixed,16,4,0.25,4.0,128,1024,128,512,224,573.059,688.224,625.506,0.4554
mixed,16,4,0.25,4.0,128,1024,256,1024,448,661.794,887.62,770.594,0.4818
mixed,16,4,0.25,4.0,256,0,128,512,224,523.457,634.883,572.227,0.4377
mixed,16,4,0.25,4.0,256,0,256,1024,448,605.41,835.619,716.321,0.4818
mixed,16,4,0.25,4.0,256,512,128,512,224,718.979,835.137,775.393,0.4857
mixed,16,4,0.25,4.0,256,512,256,1024,448,811.683,1035.524,920.515,0.4862
mixed,16,4,0.25,4.0,256,1024,128,512,224,920.257,1035.012,975.905,0.4849
mixed,16,4,0.25,4.0,256,1024,256,1024,448,1009.059,1231.169,1119.618,0.4978
mixed,16,4,0.25,4.0,512,0,128,512,224,607.266,722.85,659.107,0.4485
mixed,16,4,0.25,4.0,512,0,256,1024,448,692.961,924.515,800.898,0.4661
mixed,16,4,0.25,4.0,512,512,128,512,224,1023.844,1136.801,1072.995,0.4351
mixed,16,4,0.25,4.0,512,512,256,1024,448,1110.049,1339.366,1219.556,0.4775
mixed,16,4,0.25,4.0,512,1024,128,512,224,1413.763,1527.875,1466.276,0.4602
mixed,16,4,0.25,4.0,512,1024,256,1024,448,1500.676,1727.078,1611.302,0.4886
mixed,16,4,0.25,4.0,1024,0,128,512,224,1396.58,1506.565,1446.98,0.4582
mixed,16,4,0.25,4.0,1024,0,256,1024,448,1482.663,1712.676,1596.709,0.4958
mixed,16,4,0.25,4.0,1024,512,128,512,224,2245.575,2359.816,2297.831,0.4574
mixed,16,4,0.25,4.0,1024,512,256,1024,448,2333.574,2561.768,2439.081,0.4624
pure,16,8,0.5,4.0,0,0,128,512,320,182.977,261.665,249.248,0.8422
pure,16,8,0.5,4.0,0,0,256,1024,640,307.938,458.371,452.161,0.9587
mixed,16,8,0.5,4.0,16,0,128,512,320,204.864,281.506,273.951,0.9014
mixed,16,8,0.5,4.0,16,0,256,1024,640,331.681,483.681,468.961,0.9032
mixed,16,8,0.5,4.0,16,512,128,512,320,255.585,333.601,323.776,0.8741
mixed,16,8,0.5,4.0,16,512,256,1024,640,384.384,539.263,523.521,0.8984
mixed,16,8,0.5,4.0,16,1024,128,512,320,277.377,357.217,344.96,0.8465
mixed,16,8,0.5,4.0,16,1024,256,1024,640,404.098,558.527,545.024,0.9126
mixed,16,8,0.5,4.0,32,0,128,512,320,241.344,319.875,312.961,0.912
mixed,16,8,0.5,4.0,32,0,256,1024,640,370.401,523.905,508.992,0.9028
mixed,16,8,0.5,4.0,32,512,128,512,320,302.72,377.281,367.297,0.8661
mixed,16,8,0.5,4.0,32,512,256,1024,640,427.104,581.378,567.714,0.9114
mixed,16,8,0.5,4.0,32,1024,128,512,320,363.425,441.635,429.698,0.8474
mixed,16,8,0.5,4.0,32,1024,256,1024,640,490.752,647.459,629.828,0.8875
mixed,16,8,0.5,4.0,64,0,128,512,320,251.264,328.481,320.097,0.8914
mixed,16,8,0.5,4.0,64,0,256,1024,640,380.577,532.383,521.249,0.9267
mixed,16,8,0.5,4.0,64,512,128,512,320,385.536,461.184,450.34,0.8567
mixed,16,8,0.5,4.0,64,512,256,1024,640,515.232,665.06,653.251,0.9212
mixed,16,8,0.5,4.0,64,1024,128,512,320,466.209,542.369,532.385,0.8689
mixed,16,8,0.5,4.0,64,1024,256,1024,640,591.103,745.826,729.027,0.8914
mixed,16,8,0.5,4.0,128,0,128,512,320,273.634,353.89,342.624,0.8596
